asset_id,department,section_id,division,asset_type,defect_type,defect_severity,days_overdue,due_date,estimated_block_duration_hours,repeat_defect_count,sla_flag,asset_criticality_class,safety_risk_flag,priority_score,source_system
OHE-SEC-06-0102,Traction Distribution,SEC-06,Moradabad,Feeder,Traction Substation Fault,Minor,-1,2026-08-30,1.0,0,True,Trunk Route,False,27.5,TDMS
OHE-SEC-07-0151,Traction Distribution,SEC-07,Firozpur,Earthing System,Feeder Fault,Minor,-10,2026-09-08,1.1,0,True,Trunk Route,False,27.5,TDMS
SIG-SEC-02-0041,Signal & Telecom,SEC-02,Ambala,Axle Counter,Signal Aspect Failure,Minor,-13,2026-09-11,0.6,3,False,Trunk Route,False,27.5,SMMS
SIG-SEC-03-0158,Signal & Telecom,SEC-03,Delhi,Cable,Relay Failure,Minor,-3,2026-09-01,0.9,3,False,Trunk Route,False,27.5,SMMS
SIG-SEC-02-0070,Signal & Telecom,SEC-02,Ambala,Axle Counter,Relay Failure,Major,6,2026-08-23,3.7,0,False,Branch Line,False,27.0,SMMS
TRK-SEC-06-0015,Engineering,SEC-06,Moradabad,Weld,Weld Defect,Major,6,2026-08-23,2.3,0,False,Branch Line,False,27.0,TMS
TRK-SEC-08-0090,Engineering,SEC-08,Firozpur,Rail,Track Geometry - Twist,Major,6,2026-08-23,2.6,0,False,Branch Line,False,27.0,TMS
OHE-SEC-03-0080,Traction Distribution,SEC-03,Delhi,Dropper,OHE Wire Wear,Major,1,2026-08-28,1.4,1,False,Branch Line,False,27.0,TDMS
TRK-SEC-03-0192,Engineering,SEC-03,Delhi,Rail,Weld Defect,Minor,4,2026-08-25,2.4,2,False,Trunk Route,False,26.8,TMS
OHE-SEC-07-0044,Traction Distribution,SEC-07,Firozpur,Earthing System,Insulator Damage,Minor,9,2026-08-20,1.3,1,False,Trunk Route,False,26.8,TDMS
OHE-SEC-06-0099,Traction Distribution,SEC-06,Moradabad,Feeder,OHE Wire Wear,Minor,9,2026-08-20,0.6,1,False,Trunk Route,False,26.8,TDMS
TRK-SEC-03-0201,Engineering,SEC-03,Delhi,Track Geometry,Track Geometry - Twist,Minor,9,2026-08-20,2.5,1,False,Trunk Route,False,26.8,TMS
TRK-SEC-03-0208,Engineering,SEC-03,Delhi,Weld,Rail Fracture,Minor,9,2026-08-20,2.4,1,False,Trunk Route,False,26.8,TMS
SIG-SEC-08-0136,Signal & Telecom,SEC-08,Firozpur,Block Instrument,Cable Insulation Fault,Minor,9,2026-08-20,0.9,1,False,Trunk Route,False,26.8,SMMS
SIG-SEC-03-0111,Signal & Telecom,SEC-03,Delhi,Signal,Cable Insulation Fault,Minor,1,2026-08-28,1.8,1,True,Branch Line,False,26.5,SMMS
TRK-SEC-03-0096,Engineering,SEC-03,Delhi,Ballast,Track Geometry - Twist,Major,5,2026-08-24,3.5,0,False,Branch Line,False,26.3,TMS
OHE-SEC-06-0040,Traction Distribution,SEC-06,Moradabad,Switching Post,Tension Length Deviation,Major,5,2026-08-24,2.1,0,False,Branch Line,False,26.3,TDMS
TRK-SEC-05-0206,Engineering,SEC-05,Moradabad,Rail,Formation/Subgrade Defect,Major,5,2026-08-24,2.0,0,False,Branch Line,False,26.3,TMS
SIG-SEC-07-0021,Signal & Telecom,SEC-07,Firozpur,Signal,Point Machine Failure,Minor,3,2026-08-26,1.3,2,False,Trunk Route,False,26.2,SMMS
OHE-SEC-05-0004,Traction Distribution,SEC-05,Moradabad,Dropper,OHE Wire Wear,Minor,5,2026-08-24,0.7,0,True,Branch Line,False,25.8,TDMS
OHE-SEC-06-0013,Traction Distribution,SEC-06,Moradabad,Traction Substation,Dropper Defect,Major,4,2026-08-25,2.2,0,False,Branch Line,False,25.7,TDMS
TRK-SEC-04-0190,Engineering,SEC-04,Delhi,Track Geometry,Gauge Widening,Major,4,2026-08-25,4.8,0,False,Branch Line,False,25.7,TMS
OHE-SEC-04-0069,Traction Distribution,SEC-04,Delhi,Dropper,Insulator Damage,Minor,9,2026-08-20,1.0,2,False,Branch Line,False,25.2,TDMS
TRK-SEC-07-0012,Engineering,SEC-07,Firozpur,Rail,Weld Defect,Minor,4,2026-08-25,1.8,3,False,Branch Line,False,25.2,TMS
TRK-SEC-03-0025,Engineering,SEC-03,Delhi,Track Geometry,Formation/Subgrade Defect,Major,3,2026-08-26,5.0,0,False,Branch Line,False,25.0,TMS
SIG-SEC-05-0020,Signal & Telecom,SEC-05,Moradabad,Block Instrument,Relay Failure,Minor,8,2026-08-21,1.2,2,False,Branch Line,False,24.5,SMMS
OHE-SEC-02-0059,Traction Distribution,SEC-02,Ambala,Switching Post,Earthing Fault,Major,2,2026-08-27,1.1,0,False,Branch Line,False,24.3,TDMS
TRK-SEC-04-0104,Engineering,SEC-04,Delhi,Rail,Formation/Subgrade Defect,Major,2,2026-08-27,3.7,0,False,Branch Line,False,24.3,TMS
SIG-SEC-01-0167,Signal & Telecom,SEC-01,Ambala,Block Instrument,Signal Aspect Failure,Minor,-1,2026-08-30,1.7,2,False,Trunk Route,False,24.2,SMMS
TRK-SEC-05-0116,Engineering,SEC-05,Moradabad,Ballast,Rail Wear,Minor,-8,2026-09-06,1.2,2,False,Trunk Route,False,24.2,TMS
OHE-SEC-01-0057,Traction Distribution,SEC-01,Ambala,Dropper,Feeder Fault,Minor,-2,2026-08-31,1.3,2,False,Trunk Route,False,24.2,TDMS
TRK-SEC-03-0220,Engineering,SEC-03,Delhi,Track Geometry,Weld Defect,Minor,-6,2026-09-04,2.9,2,False,Trunk Route,False,24.2,TMS
TRK-SEC-07-0214,Engineering,SEC-07,Firozpur,Rail,Ballast Deficiency,Minor,10,2026-08-19,2.9,0,False,Trunk Route,False,24.2,TMS
SIG-SEC-02-0079,Signal & Telecom,SEC-02,Ambala,Point Machine,Block Instrument Fault,Minor,-1,2026-08-30,0.7,2,False,Trunk Route,False,24.2,SMMS
TRK-SEC-02-0054,Engineering,SEC-02,Ambala,Weld,Rail Wear,Minor,-5,2026-09-03,1.5,2,False,Trunk Route,False,24.2,TMS
SIG-SEC-04-0087,Signal & Telecom,SEC-04,Delhi,Signal,Interlocking Fault,Minor,10,2026-08-19,1.0,0,False,Trunk Route,False,24.2,SMMS
OHE-SEC-04-0133,Traction Distribution,SEC-04,Delhi,Dropper,Earthing Fault,Minor,-1,2026-08-30,1.8,2,False,Trunk Route,False,24.2,TDMS
TRK-SEC-08-0063,Engineering,SEC-08,Firozpur,Weld,Gauge Widening,Minor,-10,2026-09-08,2.5,2,False,Trunk Route,False,24.2,TMS
SIG-SEC-01-0147,Signal & Telecom,SEC-01,Ambala,Axle Counter,Block Instrument Fault,Minor,5,2026-08-24,1.9,1,False,Trunk Route,False,24.2,SMMS
SIG-SEC-05-0139,Signal & Telecom,SEC-05,Moradabad,Block Instrument,Level Crossing Gate Fault,Minor,-15,2026-09-13,2.0,2,False,Trunk Route,False,24.2,SMMS
SIG-SEC-04-0130,Signal & Telecom,SEC-04,Delhi,Block Instrument,Level Crossing Gate Fault,Minor,10,2026-08-19,0.8,0,False,Trunk Route,False,24.2,SMMS
OHE-SEC-05-0024,Traction Distribution,SEC-05,Moradabad,Earthing System,Dropper Defect,Minor,-8,2026-09-06,1.7,2,False,Trunk Route,False,24.2,TDMS
SIG-SEC-05-0014,Signal & Telecom,SEC-05,Moradabad,Axle Counter,Signal Aspect Failure,Major,1,2026-08-28,1.6,0,False,Branch Line,False,23.7,SMMS
TRK-SEC-08-0181,Engineering,SEC-08,Firozpur,Formation,Ballast Deficiency,Minor,9,2026-08-20,1.7,0,False,Trunk Route,False,23.5,TMS
TRK-SEC-05-0207,Engineering,SEC-05,Moradabad,Track Geometry,Formation/Subgrade Defect,Minor,9,2026-08-20,2.6,0,False,Trunk Route,False,23.5,TMS
TRK-SEC-02-0079,Engineering,SEC-02,Ambala,Formation,Formation/Subgrade Defect,Minor,9,2026-08-20,1.2,0,False,Trunk Route,False,23.5,TMS
TRK-SEC-02-0016,Engineering,SEC-02,Ambala,Formation,Track Geometry - Unevenness,Minor,9,2026-08-20,2.6,0,False,Trunk Route,False,23.5,TMS
SIG-SEC-05-0129,Signal & Telecom,SEC-05,Moradabad,Point Machine,Relay Failure,Minor,9,2026-08-20,1.4,0,False,Trunk Route,False,23.5,SMMS
OHE-SEC-01-0122,Traction Distribution,SEC-01,Ambala,Switching Post,Dropper Defect,Major,-2,2026-08-31,3.2,0,False,Branch Line,False,23.0,TDMS
OHE-SEC-01-0008,Traction Distribution,SEC-01,Ambala,Feeder,Tension Length Deviation,Major,-5,2026-09-03,1.0,0,False,Branch Line,False,23.0,TDMS
SIG-SEC-08-0046,Signal & Telecom,SEC-08,Firozpur,Point Machine,Cable Insulation Fault,Major,-2,2026-08-31,3.9,0,False,Branch Line,False,23.0,SMMS
TRK-SEC-02-0061,Engineering,SEC-02,Ambala,Rail,Rail Fracture,Major,-4,2026-09-02,4.2,0,False,Branch Line,False,23.0,TMS
SIG-SEC-01-0089,Signal & Telecom,SEC-01,Ambala,Cable,Signal Aspect Failure,Major,-5,2026-09-03,3.5,0,False,Branch Line,False,23.0,SMMS
SIG-SEC-04-0155,Signal & Telecom,SEC-04,Delhi,Cable,Relay Failure,Major,0,2026-08-29,1.9,0,False,Branch Line,False,23.0,SMMS
OHE-SEC-07-0067,Traction Distribution,SEC-07,Firozpur,Switching Post,Traction Substation Fault,Minor,8,2026-08-21,1.1,0,False,Trunk Route,False,22.8,TDMS
OHE-SEC-04-0063,Traction Distribution,SEC-04,Delhi,OHE Wire,Tension Length Deviation,Minor,8,2026-08-21,0.6,0,False,Trunk Route,False,22.8,TDMS
TRK-SEC-05-0053,Engineering,SEC-05,Moradabad,Ballast,Formation/Subgrade Defect,Minor,-7,2026-09-05,2.7,3,False,Branch Line,False,22.5,TMS
SIG-SEC-07-0036,Signal & Telecom,SEC-07,Firozpur,Axle Counter,Block Instrument Fault,Minor,5,2026-08-24,1.7,2,False,Branch Line,False,22.5,SMMS
TRK-SEC-08-0018,Engineering,SEC-08,Firozpur,Track Geometry,Track Geometry - Twist,Minor,-8,2026-09-06,1.9,0,True,Branch Line,False,22.5,TMS
TRK-SEC-07-0152,Engineering,SEC-07,Firozpur,Rail,Rail Wear,Minor,-14,2026-09-12,2.4,0,True,Branch Line,False,22.5,TMS
SIG-SEC-05-0169,Signal & Telecom,SEC-05,Moradabad,Level Crossing Gate,Axle Counter Fault,Minor,-11,2026-09-09,2.0,3,False,Branch Line,False,22.5,SMMS
TRK-SEC-08-0172,Engineering,SEC-08,Firozpur,Weld,Rail Fracture,Minor,-13,2026-09-11,2.6,0,True,Branch Line,False,22.5,TMS
SIG-SEC-01-0127,Signal & Telecom,SEC-01,Ambala,Axle Counter,Level Crossing Gate Fault,Minor,-14,2026-09-12,1.1,3,False,Branch Line,False,22.5,SMMS
OHE-SEC-02-0094,Traction Distribution,SEC-02,Ambala,OHE Wire,Insulator Damage,Minor,-10,2026-09-08,1.5,3,False,Branch Line,False,22.5,TDMS
TRK-SEC-06-0067,Engineering,SEC-06,Moradabad,Ballast,Formation/Subgrade Defect,Minor,7,2026-08-22,2.7,0,False,Trunk Route,False,22.2,TMS
OHE-SEC-03-0096,Traction Distribution,SEC-03,Delhi,OHE Wire,Traction Substation Fault,Minor,2,2026-08-27,1.4,1,False,Trunk Route,False,22.2,TDMS
OHE-SEC-01-0028,Traction Distribution,SEC-01,Ambala,Traction Substation,Feeder Fault,Minor,7,2026-08-22,1.3,0,False,Trunk Route,False,22.2,TDMS
TRK-SEC-05-0183,Engineering,SEC-05,Moradabad,Weld,Weld Defect,Minor,4,2026-08-25,1.4,2,False,Branch Line,False,21.8,TMS
TRK-SEC-01-0032,Engineering,SEC-01,Ambala,Rail,Track Geometry - Unevenness,Minor,6,2026-08-23,2.1,0,False,Trunk Route,False,21.5,TMS
TRK-SEC-02-0048,Engineering,SEC-02,Ambala,Rail,Track Geometry - Twist,Minor,6,2026-08-23,2.5,0,False,Trunk Route,False,21.5,TMS
TRK-SEC-05-0107,Engineering,SEC-05,Moradabad,Rail,Formation/Subgrade Defect,Minor,6,2026-08-23,1.6,0,False,Trunk Route,False,21.5,TMS
OHE-SEC-04-0108,Traction Distribution,SEC-04,Delhi,Traction Substation,Insulator Damage,Minor,6,2026-08-23,1.7,0,False,Trunk Route,False,21.5,TDMS
SIG-SEC-05-0116,Signal & Telecom,SEC-05,Moradabad,Axle Counter,Level Crossing Gate Fault,Minor,8,2026-08-21,1.5,1,False,Branch Line,False,21.2,SMMS
OHE-SEC-01-0158,Traction Distribution,SEC-01,Ambala,Earthing System,Tension Length Deviation,Minor,-12,2026-09-10,1.9,1,False,Trunk Route,False,20.8,TDMS
TRK-SEC-05-0075,Engineering,SEC-05,Moradabad,Track Geometry,Track Geometry - Unevenness,Minor,-6,2026-09-04,2.7,1,False,Trunk Route,False,20.8,TMS
TRK-SEC-01-0077,Engineering,SEC-01,Ambala,Formation,Weld Defect,Minor,-1,2026-08-30,1.9,1,False,Trunk Route,False,20.8,TMS
TRK-SEC-06-0174,Engineering,SEC-06,Moradabad,Formation,Rail Wear,Minor,5,2026-08-24,1.1,0,False,Trunk Route,False,20.8,TMS
TRK-SEC-05-0212,Engineering,SEC-05,Moradabad,Formation,Ballast Deficiency,Minor,-6,2026-09-04,1.4,1,False,Trunk Route,False,20.8,TMS
SIG-SEC-02-0010,Signal & Telecom,SEC-02,Ambala,Block Instrument,Level Crossing Gate Fault,Minor,-12,2026-09-10,2.0,1,False,Trunk Route,False,20.8,SMMS
SIG-SEC-06-0007,Signal & Telecom,SEC-06,Moradabad,Block Instrument,Level Crossing Gate Fault,Minor,-13,2026-09-11,1.5,1,False,Trunk Route,False,20.8,SMMS
TRK-SEC-01-0219,Engineering,SEC-01,Ambala,Formation,Formation/Subgrade Defect,Minor,-10,2026-09-08,1.4,1,False,Trunk Route,False,20.8,TMS
OHE-SEC-01-0076,Traction Distribution,SEC-01,Ambala,Earthing System,Dropper Defect,Minor,-13,2026-09-11,1.3,1,False,Trunk Route,False,20.8,TDMS
TRK-SEC-02-0162,Engineering,SEC-02,Ambala,Track Geometry,Track Geometry - Unevenness,Minor,-12,2026-09-10,2.0,1,False,Trunk Route,False,20.8,TMS
SIG-SEC-05-0094,Signal & Telecom,SEC-05,Moradabad,Block Instrument,Block Instrument Fault,Minor,-10,2026-09-08,1.6,1,False,Trunk Route,False,20.8,SMMS
OHE-SEC-01-0021,Traction Distribution,SEC-01,Ambala,Switching Post,OHE Wire Wear,Minor,-11,2026-09-09,1.0,1,False,Trunk Route,False,20.8,TDMS
OHE-SEC-04-0141,Traction Distribution,SEC-04,Delhi,Traction Substation,Dropper Defect,Minor,5,2026-08-24,1.7,0,False,Trunk Route,False,20.8,TDMS
TRK-SEC-03-0039,Engineering,SEC-03,Delhi,Formation,Ballast Deficiency,Minor,-14,2026-09-12,1.2,1,False,Trunk Route,False,20.8,TMS
OHE-SEC-06-0127,Traction Distribution,SEC-06,Moradabad,Feeder,OHE Wire Wear,Minor,-3,2026-09-01,1.0,1,False,Trunk Route,False,20.8,TDMS
TRK-SEC-03-0031,Engineering,SEC-03,Delhi,Track Geometry,Gauge Widening,Minor,-8,2026-09-06,2.8,1,False,Trunk Route,False,20.8,TMS
TRK-SEC-02-0014,Engineering,SEC-02,Ambala,Weld,Rail Fracture,Minor,5,2026-08-24,1.6,0,False,Trunk Route,False,20.8,TMS
SIG-SEC-01-0075,Signal & Telecom,SEC-01,Ambala,Level Crossing Gate,Cable Insulation Fault,Minor,7,2026-08-22,1.5,1,False,Branch Line,False,20.5,SMMS
OHE-SEC-07-0006,Traction Distribution,SEC-07,Firozpur,Dropper,Traction Substation Fault,Minor,7,2026-08-22,1.6,1,False,Branch Line,False,20.5,TDMS
TRK-SEC-02-0113,Engineering,SEC-02,Ambala,Ballast,Rail Wear,Minor,2,2026-08-27,1.0,2,False,Branch Line,False,20.5,TMS
TRK-SEC-08-0093,Engineering,SEC-08,Firozpur,Weld,Formation/Subgrade Defect,Minor,7,2026-08-22,1.6,1,False,Branch Line,False,20.5,TMS
TRK-SEC-02-0115,Engineering,SEC-02,Ambala,Rail,Rail Fracture,Minor,7,2026-08-22,1.9,1,False,Branch Line,False,20.5,TMS
OHE-SEC-05-0125,Traction Distribution,SEC-05,Moradabad,Feeder,Dropper Defect,Minor,4,2026-08-25,1.0,0,False,Trunk Route,False,20.2,TDMS
TRK-SEC-02-0176,Engineering,SEC-02,Ambala,Ballast,Weld Defect,Minor,4,2026-08-25,1.2,0,False,Trunk Route,False,20.2,TMS
TRK-SEC-08-0160,Engineering,SEC-08,Firozpur,Ballast,Rail Wear,Minor,6,2026-08-23,1.4,1,False,Branch Line,False,19.8,TMS
SIG-SEC-06-0159,Signal & Telecom,SEC-06,Moradabad,Interlocking,Axle Counter Fault,Minor,3,2026-08-26,1.5,0,False,Trunk Route,False,19.5,SMMS
SIG-SEC-01-0137,Signal & Telecom,SEC-01,Ambala,Cable,Relay Failure,Minor,3,2026-08-26,1.1,0,False,Trunk Route,False,19.5,SMMS
OHE-SEC-03-0018,Traction Distribution,SEC-03,Delhi,Switching Post,Traction Substation Fault,Minor,-3,2026-09-01,0.6,2,False,Branch Line,False,19.2,TDMS
TRK-SEC-05-0111,Engineering,SEC-05,Moradabad,Formation,Weld Defect,Minor,10,2026-08-19,2.9,0,False,Branch Line,False,19.2,TMS
OHE-SEC-02-0037,Traction Distribution,SEC-02,Ambala,Feeder,Insulator Damage,Minor,-11,2026-09-09,1.7,2,False,Branch Line,False,19.2,TDMS
TRK-SEC-05-0122,Engineering,SEC-05,Moradabad,Weld,Ballast Deficiency,Minor,-15,2026-09-13,1.2,2,False,Branch Line,False,19.2,TMS
TRK-SEC-08-0199,Engineering,SEC-08,Firozpur,Weld,Ballast Deficiency,Minor,-13,2026-09-11,2.0,2,False,Branch Line,False,19.2,TMS
TRK-SEC-05-0105,Engineering,SEC-05,Moradabad,Formation,Gauge Widening,Minor,-1,2026-08-30,1.3,2,False,Branch Line,False,19.2,TMS
SIG-SEC-03-0057,Signal & Telecom,SEC-03,Delhi,Signal,Block Instrument Fault,Minor,5,2026-08-24,1.8,1,False,Branch Line,False,19.2,SMMS
TRK-SEC-07-0089,Engineering,SEC-07,Firozpur,Formation,Rail Fracture,Minor,-1,2026-08-30,2.1,2,False,Branch Line,False,19.2,TMS
OHE-SEC-08-0045,Traction Distribution,SEC-08,Firozpur,Earthing System,Tension Length Deviation,Minor,-5,2026-09-03,1.0,2,False,Branch Line,False,19.2,TDMS
OHE-SEC-07-0049,Traction Distribution,SEC-07,Firozpur,Feeder,Insulator Damage,Minor,-15,2026-09-13,1.6,2,False,Branch Line,False,19.2,TDMS
OHE-SEC-01-0047,Traction Distribution,SEC-01,Ambala,Insulator,OHE Wire Wear,Minor,5,2026-08-24,1.3,1,False,Branch Line,False,19.2,TDMS
TRK-SEC-01-0193,Engineering,SEC-01,Ambala,Rail,Formation/Subgrade Defect,Minor,-7,2026-09-05,2.5,2,False,Branch Line,False,19.2,TMS
TRK-SEC-03-0203,Engineering,SEC-03,Delhi,Weld,Rail Wear,Minor,10,2026-08-19,1.8,0,False,Branch Line,False,19.2,TMS
TRK-SEC-01-0166,Engineering,SEC-01,Ambala,Ballast,Track Geometry - Twist,Minor,-9,2026-09-07,1.0,2,False,Branch Line,False,19.2,TMS
SIG-SEC-07-0099,Signal & Telecom,SEC-07,Firozpur,Level Crossing Gate,Axle Counter Fault,Minor,2,2026-08-27,1.8,0,False,Trunk Route,False,18.8,SMMS
SIG-SEC-06-0124,Signal & Telecom,SEC-06,Moradabad,Axle Counter,Signal Aspect Failure,Minor,2,2026-08-27,1.7,0,False,Trunk Route,False,18.8,SMMS
OHE-SEC-02-0051,Traction Distribution,SEC-02,Ambala,Earthing System,Tension Length Deviation,Minor,9,2026-08-20,0.5,0,False,Branch Line,False,18.5,TDMS
TRK-SEC-04-0097,Engineering,SEC-04,Delhi,Formation,Rail Wear,Minor,9,2026-08-20,1.5,0,False,Branch Line,False,18.5,TMS
SIG-SEC-06-0148,Signal & Telecom,SEC-06,Moradabad,Axle Counter,Relay Failure,Minor,9,2026-08-20,1.6,0,False,Branch Line,False,18.5,SMMS
SIG-SEC-02-0011,Signal & Telecom,SEC-02,Ambala,Axle Counter,Point Machine Failure,Minor,9,2026-08-20,1.2,0,False,Branch Line,False,18.5,SMMS
SIG-SEC-03-0027,Signal & Telecom,SEC-03,Delhi,Axle Counter,Block Instrument Fault,Minor,1,2026-08-28,1.5,0,False,Trunk Route,False,18.2,SMMS
TRK-SEC-06-0124,Engineering,SEC-06,Moradabad,Track Geometry,Gauge Widening,Minor,1,2026-08-28,1.2,0,False,Trunk Route,False,18.2,TMS
OHE-SEC-08-0058,Traction Distribution,SEC-08,Firozpur,Switching Post,Earthing Fault,Minor,8,2026-08-21,1.9,0,False,Branch Line,False,17.8,TDMS
SIG-SEC-07-0080,Signal & Telecom,SEC-07,Firozpur,Point Machine,Signal Aspect Failure,Minor,8,2026-08-21,1.4,0,False,Branch Line,False,17.8,SMMS
TRK-SEC-03-0038,Engineering,SEC-03,Delhi,Weld,Gauge Widening,Minor,8,2026-08-21,1.0,0,False,Branch Line,False,17.8,TMS
TRK-SEC-07-0164,Engineering,SEC-07,Firozpur,Rail,Ballast Deficiency,Minor,-13,2026-09-11,1.5,0,False,Trunk Route,False,17.5,TMS
OHE-SEC-02-0110,Traction Distribution,SEC-02,Ambala,Switching Post,Feeder Fault,Minor,-5,2026-09-03,1.3,0,False,Trunk Route,False,17.5,TDMS
TRK-SEC-01-0062,Engineering,SEC-01,Ambala,Rail,Track Geometry - Twist,Minor,-15,2026-09-13,1.4,0,False,Trunk Route,False,17.5,TMS
SIG-SEC-03-0120,Signal & Telecom,SEC-03,Delhi,Level Crossing Gate,Block Instrument Fault,Minor,-6,2026-09-04,0.7,0,False,Trunk Route,False,17.5,SMMS
SIG-SEC-04-0085,Signal & Telecom,SEC-04,Delhi,Signal,Cable Insulation Fault,Minor,-1,2026-08-30,2.0,0,False,Trunk Route,False,17.5,SMMS
TRK-SEC-07-0057,Engineering,SEC-07,Firozpur,Ballast,Rail Wear,Minor,-2,2026-08-31,2.9,0,False,Trunk Route,False,17.5,TMS
OHE-SEC-05-0144,Traction Distribution,SEC-05,Moradabad,Insulator,Tension Length Deviation,Minor,-10,2026-09-08,1.4,0,False,Trunk Route,False,17.5,TDMS
TRK-SEC-06-0037,Engineering,SEC-06,Moradabad,Weld,Track Geometry - Unevenness,Minor,-2,2026-08-31,2.8,0,False,Trunk Route,False,17.5,TMS
OHE-SEC-08-0129,Traction Distribution,SEC-08,Firozpur,OHE Wire,Dropper Defect,Minor,-7,2026-09-05,1.7,0,False,Trunk Route,False,17.5,TDMS
TRK-SEC-08-0027,Engineering,SEC-08,Firozpur,Rail,Weld Defect,Minor,-10,2026-09-08,2.7,0,False,Trunk Route,False,17.5,TMS
TRK-SEC-05-0017,Engineering,SEC-05,Moradabad,Formation,Ballast Deficiency,Minor,-9,2026-09-07,2.2,0,False,Trunk Route,False,17.5,TMS
TRK-SEC-07-0059,Engineering,SEC-07,Firozpur,Weld,Rail Fracture,Minor,-13,2026-09-11,2.3,0,False,Trunk Route,False,17.5,TMS
OHE-SEC-02-0109,Traction Distribution,SEC-02,Ambala,Dropper,Earthing Fault,Minor,-9,2026-09-07,1.8,0,False,Trunk Route,False,17.5,TDMS
SIG-SEC-05-0102,Signal & Telecom,SEC-05,Moradabad,Axle Counter,Level Crossing Gate Fault,Minor,-1,2026-08-30,1.8,0,False,Trunk Route,False,17.5,SMMS
TRK-SEC-02-0149,Engineering,SEC-02,Ambala,Track Geometry,Track Geometry - Twist,Minor,-1,2026-08-30,2.0,0,False,Trunk Route,False,17.5,TMS
SIG-SEC-03-0154,Signal & Telecom,SEC-03,Delhi,Axle Counter,Cable Insulation Fault,Minor,-13,2026-09-11,1.1,0,False,Trunk Route,False,17.5,SMMS
TRK-SEC-08-0106,Engineering,SEC-08,Firozpur,Track Geometry,Ballast Deficiency,Minor,-3,2026-09-01,1.4,0,False,Trunk Route,False,17.5,TMS
SIG-SEC-06-0066,Signal & Telecom,SEC-06,Moradabad,Axle Counter,Level Crossing Gate Fault,Minor,-1,2026-08-30,0.7,0,False,Trunk Route,False,17.5,SMMS
SIG-SEC-07-0076,Signal & Telecom,SEC-07,Firozpur,Cable,Relay Failure,Minor,-15,2026-09-13,2.0,0,False,Trunk Route,False,17.5,SMMS
OHE-SEC-07-0062,Traction Distribution,SEC-07,Firozpur,Earthing System,Traction Substation Fault,Minor,-3,2026-09-01,2.0,0,False,Trunk Route,False,17.5,TDMS
TRK-SEC-03-0191,Engineering,SEC-03,Delhi,Track Geometry,Track Geometry - Unevenness,Minor,-13,2026-09-11,2.2,0,False,Trunk Route,False,17.5,TMS
OHE-SEC-08-0073,Traction Distribution,SEC-08,Firozpur,Dropper,Traction Substation Fault,Minor,-2,2026-08-31,1.7,0,False,Trunk Route,False,17.5,TDMS
OHE-SEC-03-0082,Traction Distribution,SEC-03,Delhi,Dropper,OHE Wire Wear,Minor,-2,2026-08-31,0.8,0,False,Trunk Route,False,17.5,TDMS
TRK-SEC-08-0049,Engineering,SEC-08,Firozpur,Formation,Formation/Subgrade Defect,Minor,-1,2026-08-30,2.5,0,False,Trunk Route,False,17.5,TMS
SIG-SEC-06-0061,Signal & Telecom,SEC-06,Moradabad,Point Machine,Signal Aspect Failure,Minor,0,2026-08-29,0.6,0,False,Trunk Route,False,17.5,SMMS
TRK-SEC-02-0216,Engineering,SEC-02,Ambala,Rail,Weld Defect,Minor,-8,2026-09-06,2.2,0,False,Trunk Route,False,17.5,TMS
OHE-SEC-03-0074,Traction Distribution,SEC-03,Delhi,Traction Substation,Tension Length Deviation,Minor,-12,2026-09-10,1.7,0,False,Trunk Route,False,17.5,TDMS
OHE-SEC-08-0060,Traction Distribution,SEC-08,Firozpur,Insulator,Feeder Fault,Minor,-15,2026-09-13,1.3,0,False,Trunk Route,False,17.5,TDMS
TRK-SEC-04-0168,Engineering,SEC-04,Delhi,Weld,Weld Defect,Minor,-15,2026-09-13,1.6,0,False,Trunk Route,False,17.5,TMS
OHE-SEC-05-0115,Traction Distribution,SEC-05,Moradabad,Insulator,Insulator Damage,Minor,-15,2026-09-13,0.5,0,False,Trunk Route,False,17.5,TDMS
TRK-SEC-04-0006,Engineering,SEC-04,Delhi,Rail,Rail Wear,Minor,-8,2026-09-06,1.1,0,False,Trunk Route,False,17.5,TMS
TRK-SEC-06-0131,Engineering,SEC-06,Moradabad,Track Geometry,Gauge Widening,Minor,-2,2026-08-31,2.9,0,False,Trunk Route,False,17.5,TMS
TRK-SEC-05-0154,Engineering,SEC-05,Moradabad,Formation,Ballast Deficiency,Minor,-3,2026-09-01,2.4,0,False,Trunk Route,False,17.5,TMS
SIG-SEC-06-0171,Signal & Telecom,SEC-06,Moradabad,Cable,Point Machine Failure,Minor,-14,2026-09-12,1.9,0,False,Trunk Route,False,17.5,SMMS
SIG-SEC-04-0175,Signal & Telecom,SEC-04,Delhi,Level Crossing Gate,Axle Counter Fault,Minor,0,2026-08-29,0.5,0,False,Trunk Route,False,17.5,SMMS
SIG-SEC-03-0009,Signal & Telecom,SEC-03,Delhi,Point Machine,Signal Aspect Failure,Minor,7,2026-08-22,1.0,0,False,Branch Line,False,17.2,SMMS
SIG-SEC-02-0031,Signal & Telecom,SEC-02,Ambala,Point Machine,Level Crossing Gate Fault,Minor,7,2026-08-22,0.8,0,False,Branch Line,False,17.2,SMMS
TRK-SEC-05-0185,Engineering,SEC-05,Moradabad,Rail,Track Geometry - Twist,Minor,7,2026-08-22,2.4,0,False,Branch Line,False,17.2,TMS
