block_id,section_id,division,window_date,coa_window_start,coa_window_end,block_start_time,block_end_time,task_start_time,task_end_time,asset_id,department,duration_hours,priority_score,due_date,lateness_days,traffic_load,block_utilization,bundled_departments,bundled_department_count,source_system
COA-SEC-02-20260927-0000-0235,SEC-02,Ambala,2026-09-27,2026-09-27 00:00:00,2026-09-27 02:36:00,2026-09-27 00:00:00,2026-09-27 02:30:00,2026-09-27 00:00:00,2026-09-27 01:06:00,OHE-SEC-02-0101,Traction Distribution,1.1,48.53,2026-08-28,30,Low,0.9615,Signal & Telecom|Traction Distribution,2,TDMS
COA-SEC-02-20260927-0000-0235,SEC-02,Ambala,2026-09-27,2026-09-27 00:00:00,2026-09-27 02:36:00,2026-09-27 00:00:00,2026-09-27 02:30:00,2026-09-27 01:06:00,2026-09-27 02:30:00,SIG-SEC-02-0034,Signal & Telecom,1.4,45.92,2026-09-06,21,Low,0.9615,Signal & Telecom|Traction Distribution,2,SMMS
COA-SEC-07-20260927-0000-0240,SEC-07,Firozpur,2026-09-27,2026-09-27 00:00:00,2026-09-27 02:36:00,2026-09-27 00:00:00,2026-09-27 02:36:00,2026-09-27 00:00:00,2026-09-27 02:36:00,SIG-SEC-07-0132,Signal & Telecom,2.6,40.29,2026-08-16,42,Medium,1.0,Signal & Telecom,1,SMMS
COA-SEC-08-20260927-2300-0241,SEC-08,Firozpur,2026-09-27,2026-09-27 23:00:00,2026-09-28 04:48:00,2026-09-27 23:00:00,2026-09-28 04:48:00,2026-09-27 23:00:00,2026-09-28 00:54:00,TRK-SEC-08-0035,Engineering,1.9,27.52,2026-09-13,15,Low,1.0,Engineering|Traction Distribution,2,TMS
COA-SEC-08-20260927-2300-0241,SEC-08,Firozpur,2026-09-27,2026-09-27 23:00:00,2026-09-28 04:48:00,2026-09-27 23:00:00,2026-09-28 04:48:00,2026-09-28 00:54:00,2026-09-28 03:24:00,OHE-SEC-08-0135,Traction Distribution,2.5,53.92,2026-08-20,39,Low,1.0,Engineering|Traction Distribution,2,TDMS
COA-SEC-08-20260927-2300-0241,SEC-08,Firozpur,2026-09-27,2026-09-27 23:00:00,2026-09-28 04:48:00,2026-09-27 23:00:00,2026-09-28 04:48:00,2026-09-28 03:24:00,2026-09-28 04:48:00,OHE-SEC-08-0019,Traction Distribution,1.4,31.39,2026-08-30,29,Low,1.0,Engineering|Traction Distribution,2,TDMS
COA-SEC-02-20260928-0100-0243,SEC-02,Ambala,2026-09-28,2026-09-28 01:00:00,2026-09-28 03:30:00,2026-09-28 01:00:00,2026-09-28 03:12:00,2026-09-28 01:00:00,2026-09-28 03:12:00,SIG-SEC-02-0142,Signal & Telecom,2.2,62.62,2026-08-10,49,Low,0.88,Signal & Telecom,1,SMMS
COA-SEC-04-20260928-0000-0246,SEC-04,Delhi,2026-09-28,2026-09-28 00:00:00,2026-09-28 02:48:00,2026-09-28 00:00:00,2026-09-28 02:48:00,2026-09-28 00:00:00,2026-09-28 02:12:00,TRK-SEC-04-0081,Engineering,2.2,56.01,2026-08-27,32,Low,1.0,Engineering|Traction Distribution,2,TMS
COA-SEC-04-20260928-0000-0246,SEC-04,Delhi,2026-09-28,2026-09-28 00:00:00,2026-09-28 02:48:00,2026-09-28 00:00:00,2026-09-28 02:48:00,2026-09-28 02:12:00,2026-09-28 02:48:00,OHE-SEC-04-0063,Traction Distribution,0.6,22.78,2026-08-21,38,Low,1.0,Engineering|Traction Distribution,2,TDMS
COA-SEC-05-20260928-2200-0247,SEC-05,Moradabad,2026-09-28,2026-09-28 22:00:00,2026-09-29 00:54:00,2026-09-28 22:00:00,2026-09-29 00:18:00,2026-09-28 22:00:00,2026-09-28 23:48:00,OHE-SEC-05-0131,Traction Distribution,1.8,65.48,2026-08-18,42,Medium,0.7931,Traction Distribution,1,TDMS
COA-SEC-05-20260928-2200-0247,SEC-05,Moradabad,2026-09-28,2026-09-28 22:00:00,2026-09-29 00:54:00,2026-09-28 22:00:00,2026-09-29 00:18:00,2026-09-28 23:48:00,2026-09-29 00:18:00,OHE-SEC-05-0115,Traction Distribution,0.5,17.55,2026-09-13,16,Medium,0.7931,Traction Distribution,1,TDMS
COA-SEC-07-20260928-0000-0248,SEC-07,Firozpur,2026-09-28,2026-09-28 00:00:00,2026-09-28 03:00:00,2026-09-28 00:00:00,2026-09-28 01:48:00,2026-09-28 00:00:00,2026-09-28 01:48:00,TRK-SEC-07-0142,Engineering,1.8,12.4,2026-09-10,18,Medium,0.6,Engineering,1,TMS
COA-SEC-02-20260929-2300-0251,SEC-02,Ambala,2026-09-29,2026-09-29 23:00:00,2026-09-30 01:48:00,2026-09-29 23:00:00,2026-09-30 01:36:00,2026-09-29 23:00:00,2026-09-30 01:36:00,TRK-SEC-02-0016,Engineering,2.6,23.31,2026-08-20,41,Medium,0.9286,Engineering,1,TMS
COA-SEC-06-20260929-2300-0255,SEC-06,Moradabad,2026-09-29,2026-09-29 23:00:00,2026-09-30 05:00:00,2026-09-29 23:00:00,2026-09-30 01:48:00,2026-09-29 23:00:00,2026-09-30 01:48:00,OHE-SEC-06-0016,Traction Distribution,2.8,40.98,2026-08-17,44,Low,0.4667,Traction Distribution,1,TDMS
COA-SEC-07-20260929-2200-0256,SEC-07,Firozpur,2026-09-29,2026-09-29 22:00:00,2026-09-29 23:54:00,2026-09-29 22:00:00,2026-09-29 23:18:00,2026-09-29 22:00:00,2026-09-29 23:18:00,OHE-SEC-07-0044,Traction Distribution,1.3,26.88,2026-08-20,40,Low,0.6842,Traction Distribution,1,TDMS
COA-SEC-02-20260930-2300-0259,SEC-02,Ambala,2026-09-30,2026-09-30 23:00:00,2026-10-01 01:18:00,2026-09-30 23:00:00,2026-10-01 01:00:00,2026-09-30 23:00:00,2026-10-01 00:30:00,OHE-SEC-02-0094,Traction Distribution,1.5,22.43,2026-09-08,23,Low,0.8696,Traction Distribution,1,TDMS
COA-SEC-02-20260930-2300-0259,SEC-02,Ambala,2026-09-30,2026-09-30 23:00:00,2026-10-01 01:18:00,2026-09-30 23:00:00,2026-10-01 01:00:00,2026-10-01 00:30:00,2026-10-01 01:00:00,OHE-SEC-02-0051,Traction Distribution,0.5,18.42,2026-08-20,42,Low,0.8696,Traction Distribution,1,TDMS
COA-SEC-04-20260930-2100-0261,SEC-04,Delhi,2026-09-30,2026-09-30 21:00:00,2026-10-01 01:18:00,2026-09-30 21:00:00,2026-09-30 23:54:00,2026-09-30 21:00:00,2026-09-30 23:54:00,OHE-SEC-04-0068,Traction Distribution,2.9,86.75,2026-08-06,56,Low,0.6744,Traction Distribution,1,TDMS
COA-SEC-06-20260930-0200-0262,SEC-06,Moradabad,2026-09-30,2026-09-30 02:00:00,2026-09-30 07:42:00,2026-09-30 02:00:00,2026-09-30 07:42:00,2026-09-30 02:00:00,2026-09-30 03:24:00,SIG-SEC-06-0042,Signal & Telecom,1.4,12.51,2026-09-02,28,Medium,1.0,Signal & Telecom,1,SMMS
COA-SEC-06-20260930-0200-0262,SEC-06,Moradabad,2026-09-30,2026-09-30 02:00:00,2026-09-30 07:42:00,2026-09-30 02:00:00,2026-09-30 07:42:00,2026-09-30 03:24:00,2026-09-30 05:36:00,SIG-SEC-06-0179,Signal & Telecom,2.2,54.32,2026-08-18,43,Medium,1.0,Signal & Telecom,1,SMMS
COA-SEC-06-20260930-0200-0262,SEC-06,Moradabad,2026-09-30,2026-09-30 02:00:00,2026-09-30 07:42:00,2026-09-30 02:00:00,2026-09-30 07:42:00,2026-09-30 05:36:00,2026-09-30 07:00:00,SIG-SEC-06-0135,Signal & Telecom,1.4,15.89,2026-09-11,19,Medium,1.0,Signal & Telecom,1,SMMS
COA-SEC-06-20260930-0200-0262,SEC-06,Moradabad,2026-09-30,2026-09-30 02:00:00,2026-09-30 07:42:00,2026-09-30 02:00:00,2026-09-30 07:42:00,2026-09-30 07:00:00,2026-09-30 07:42:00,SIG-SEC-06-0066,Signal & Telecom,0.7,17.45,2026-08-30,31,Medium,1.0,Signal & Telecom,1,SMMS
COA-SEC-07-20260930-2200-0264,SEC-07,Firozpur,2026-09-30,2026-09-30 22:00:00,2026-10-01 00:18:00,2026-09-30 22:00:00,2026-09-30 23:24:00,2026-09-30 22:00:00,2026-09-30 23:24:00,OHE-SEC-07-0149,Traction Distribution,1.4,34.78,2026-08-19,43,Medium,0.6087,Traction Distribution,1,TDMS
COA-SEC-01-20261001-0100-0267,SEC-01,Ambala,2026-10-01,2026-10-01 01:00:00,2026-10-01 03:42:00,2026-10-01 01:00:00,2026-10-01 03:42:00,2026-10-01 01:00:00,2026-10-01 02:00:00,OHE-SEC-01-0021,Traction Distribution,1.0,20.8,2026-09-09,22,Low,1.0,Traction Distribution,1,TDMS
COA-SEC-01-20261001-0100-0267,SEC-01,Ambala,2026-10-01,2026-10-01 01:00:00,2026-10-01 03:42:00,2026-10-01 01:00:00,2026-10-01 03:42:00,2026-10-01 02:00:00,2026-10-01 03:42:00,OHE-SEC-01-0124,Traction Distribution,1.7,54.49,2026-08-19,43,Low,1.0,Traction Distribution,1,TDMS
COA-SEC-02-20261001-2200-0268,SEC-02,Ambala,2026-10-01,2026-10-01 22:00:00,2026-10-02 01:18:00,2026-10-01 22:00:00,2026-10-02 00:54:00,2026-10-01 22:00:00,2026-10-02 00:54:00,TRK-SEC-02-0064,Engineering,2.9,14.84,2026-08-26,37,Low,0.8788,Engineering,1,TMS
COA-SEC-07-20261001-2200-0273,SEC-07,Firozpur,2026-10-01,2026-10-01 22:00:00,2026-10-02 00:00:00,2026-10-01 22:00:00,2026-10-01 23:36:00,2026-10-01 22:00:00,2026-10-01 23:36:00,OHE-SEC-07-0006,Traction Distribution,1.6,20.18,2026-08-22,41,Low,0.8,Traction Distribution,1,TDMS
COA-SEC-08-20261001-2100-0274,SEC-08,Firozpur,2026-10-01,2026-10-01 21:00:00,2026-10-02 00:24:00,2026-10-01 21:00:00,2026-10-02 00:24:00,2026-10-01 21:00:00,2026-10-01 23:06:00,SIG-SEC-08-0039,Signal & Telecom,2.1,83.77,2026-08-01,60,Low,1.0,Signal & Telecom,1,SMMS
COA-SEC-08-20261001-2100-0274,SEC-08,Firozpur,2026-10-01,2026-10-01 21:00:00,2026-10-02 00:24:00,2026-10-01 21:00:00,2026-10-02 00:24:00,2026-10-01 23:06:00,2026-10-02 00:24:00,SIG-SEC-08-0030,Signal & Telecom,1.3,33.42,2026-09-10,22,Low,1.0,Signal & Telecom,1,SMMS
COA-SEC-02-20261002-0000-0276,SEC-02,Ambala,2026-10-02,2026-10-02 00:00:00,2026-10-02 02:06:00,2026-10-02 00:54:00,2026-10-02 02:06:00,2026-10-02 00:54:00,2026-10-02 02:06:00,OHE-SEC-02-0117,Traction Distribution,1.2,28.0,2026-09-01,31,Low,0.5714,Traction Distribution,1,TDMS
COA-SEC-07-20261002-2200-0282,SEC-07,Firozpur,2026-10-02,2026-10-02 22:00:00,2026-10-03 00:00:00,2026-10-02 22:00:00,2026-10-02 23:36:00,2026-10-02 22:00:00,2026-10-02 23:36:00,OHE-SEC-07-0049,Traction Distribution,1.6,19.16,2026-09-13,20,High,0.8,Traction Distribution,1,TDMS
